Epoch Training Validation
1 0.3067945205479452 0.28416438356164386
2 0.3770684931506849 0.33936986301369865
3 0.423013698630137 0.3648767123287671
4 0.46216438356164385 0.3774246575342466
5 0.49 0.3823561643835616
6 0.528958904109589 0.3819178082191781
7 0.5601917808219178 0.3803013698630137
8 0.5963287671232876 0.3734246575342466
9 0.6364383561643836 0.36684931506849316
10 0.6664109589041096 0.35906849315068495
